Name,Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,state_id,county_id,regionid
"Census Tract 303, Henry County, Alabama",542,1290,2761,0,663,2761,2601,2450,124,34,124,47100,95900,79,1166,1290,01,067,030300
"Census Tract 305, Henry County, Alabama",630,2401,6446,0,1822,6356,5028,2710,365,69,365,250000,150800,39,2036,2401,01,067,030500
"Census Tract 306, Henry County, Alabama",533,599,1486,0,343,1476,1148,749,120,0,120,51300,81200,16,479,599,01,067,030600
"Census Tract 304, Henry County, Alabama",675,665,1753,0,468,1753,1402,848,114,6,114,56400,89400,22,551,665,01,067,030400
"Census Tract 3.01, Madison County, Alabama",865,1504,3810,9,1075,3810,2839,1712,562,90,562,456200,76700,41,942,1504,01,089,000301
"Census Tract 103.01, Madison County, Alabama",814,3134,7697,0,2381,7643,6203,3434,643,36,643,474700,127500,35,2491,3134,01,089,010301
"Census Tract 108, Madison County, Alabama",1055,3854,10135,0,2894,10122,8024,4120,519,0,519,508500,184000,113,3335,3854,01,089,010800
"Census Tract 110.22, Madison County, Alabama",945,3340,7491,0,2917,7420,5971,3741,2198,229,2198,2114500,156900,0,1142,3340,01,089,011022
"Census Tract 112, Madison County, Alabama",910,5049,11948,0,4272,11796,9826,5440,1802,7,1802,1751400,220000,112,3247,5049,01,089,011200
"Census Tract 113, Madison County, Alabama",772,2467,6413,0,1684,6326,5305,2688,324,16,324,246400,163000,83,2143,2467,01,089,011300
"Census Tract 9.01, Madison County, Alabama",951,1947,4411,0,1369,4411,3656,2113,335,0,335,263900,150200,101,1612,1947,01,089,000901
"Census Tract 10, Madison County, Alabama",803,1635,2738,0,1188,2738,2445,1943,754,103,754,554200,160500,79,881,1635,01,089,001000
"Census Tract 27.21, Madison County, Alabama",1002,1916,4195,0,1303,4178,3565,2036,559,36,559,521600,228600,56,1357,1916,01,089,002721
"Census Tract 29.12, Madison County, Alabama",1294,947,2317,0,683,2313,1960,1012,80,22,80,106400,207200,43,867,947,01,089,002912
"Census Tract 101, Madison County, Alabama",612,3695,9505,0,2928,9474,7697,4101,613,86,613,383900,160400,43,3082,3695,01,089,010100
"Census Tract 110.11, Madison County, Alabama",1752,3137,9373,0,2613,9332,7344,3285,207,0,207,230400,238600,91,2930,3137,01,089,011011
"Census Tract 3.02, Madison County, Alabama",801,1405,3435,0,992,3435,2575,1531,467,0,467,337000,76700,0,938,1405,01,089,000302
"Census Tract 25.02, Madison County, Alabama",639,1464,3147,29,1263,3147,2573,1772,1219,205,1219,801100,63000,11,245,1464,01,089,002502
"Census Tract 26, Madison County, Alabama",856,1996,4154,15,1457,4018,3576,2194,900,97,900,754300,199300,0,1096,1996,01,089,002600
"Census Tract 110.12, Madison County, Alabama",1265,2228,6078,0,1796,6056,5354,2363,158,54,158,195000,293700,54,2070,2228,01,089,011012
"Census Tract 106.21, Madison County, Alabama",1528,2686,7389,0,2270,7389,5859,2778,158,0,158,265300,273800,58,2528,2686,01,089,010621
"Census Tract 106.22, Madison County, Alabama",854,5192,10623,0,4072,10547,9298,6150,3963,673,3963,3323600,175300,35,1229,5192,01,089,010622
"Census Tract 107.01, Madison County, Alabama",860,3535,9155,0,2768,9146,7300,3668,544,0,544,402500,173200,45,2991,3535,01,089,010701
"Census Tract 110.21, Madison County, Alabama",850,2348,5205,0,1957,5192,4094,2567,1679,219,1679,1384200,166000,0,669,2348,01,089,011021
"Census Tract 111, Madison County, Alabama",1266,310,1488,0,287,877,1185,358,310,28,310,388600,-666666666,0,0,310,01,089,011100
"Census Tract 114, Madison County, Alabama",772,1628,4263,0,1139,4263,3438,1920,363,24,363,265800,122200,12,1265,1628,01,089,011400
"Census Tract 23, Madison County, Alabama",639,1878,4744,0,1334,4744,3547,2410,971,141,971,687500,80200,141,907,1878,01,089,002300
"Census Tract 24, Madison County, Alabama",573,2088,4318,13,1483,4318,3065,2393,1378,132,1378,733300,79000,77,710,2088,01,089,002400
"Census Tract 105.01, Madison County, Alabama",1160,4375,12821,0,3778,12821,9622,4878,659,187,659,775300,169400,125,3716,4375,01,089,010501
"Census Tract 105.02, Madison County, Alabama",1148,1205,3533,0,972,3533,2632,1307,154,0,154,177900,136800,47,1051,1205,01,089,010502
"Census Tract 2.02, Madison County, Alabama",842,789,3887,0,548,3887,3546,1037,455,96,455,284500,62100,34,334,789,01,089,000202
"Census Tract 19.03, Madison County, Alabama",1529,908,2308,0,624,2303,1946,987,71,0,71,87600,369000,14,837,908,01,089,001903
"Census Tract 22, Madison County, Alabama",639,896,1969,7,635,1752,1706,968,596,19,596,396100,66000,0,300,896,01,089,002200
"Census Tract 2.01, Madison County, Alabama",673,391,1063,0,305,1063,829,462,249,16,249,150800,84900,18,142,391,01,089,000201
"Census Tract 5.01, Madison County, Alabama",1027,739,1987,0,536,1987,1566,786,186,0,186,177200,93300,0,553,739,01,089,000501
"Census Tract 9.02, Madison County, Alabama",786,1118,2065,0,808,2065,1796,1212,479,66,479,361600,127500,0,639,1118,01,089,000902
"Census Tract 15, Madison County, Alabama",676,1537,4364,0,1150,4364,3903,1838,949,81,949,642000,89500,21,588,1537,01,089,001500
"Census Tract 17, Madison County, Alabama",1115,793,1842,5,521,1842,1460,872,128,0,128,132800,313000,6,665,793,01,089,001700
"Census Tract 25.01, Madison County, Alabama",546,1559,3445,22,1347,3445,2537,1768,1357,178,1357,786000,70100,0,202,1559,01,089,002501
"Census Tract 308, Russell County, Alabama",599,1369,3246,17,804,3246,2720,1636,705,151,705,363900,94700,0,664,1369,01,113,030800
"Census Tract 309.02, Russell County, Alabama",1088,3705,11448,24,3146,10791,8606,4094,974,106,974,1001600,185900,176,2731,3705,01,113,030902
"Census Tract 311, Russell County, Alabama",553,713,1690,10,409,1688,1432,1041,141,6,141,51500,66800,31,572,713,01,113,031100
"Census Tract 303, Russell County, Alabama",769,1317,2946,0,800,2941,2496,1782,558,173,558,404300,79500,84,759,1317,01,113,030300
"Census Tract 309.01, Russell County, Alabama",729,2582,6399,0,1819,6399,5061,3257,1079,236,1079,741900,88300,74,1503,2582,01,113,030901
"Census Tract 305, Russell County, Alabama",675,913,2211,0,562,2172,1659,1069,439,79,439,259300,155700,45,474,913,01,113,030500
"Census Tract 306, Russell County, Alabama",736,3111,7694,0,2372,7285,5781,3610,1594,222,1594,1232700,113900,0,1517,3111,01,113,030600
"Census Tract 310, Russell County, Alabama",796,1335,3552,0,914,3533,2780,1550,210,14,210,140100,143100,33,1125,1335,01,113,031000
"Census Tract 302, Russell County, Alabama",597,949,2549,0,641,2549,1721,1145,715,84,715,375900,73700,14,234,949,01,113,030200
"Census Tract 312, Russell County, Alabama",763,1421,3444,0,840,3396,2906,1828,270,55,270,154600,87800,28,1151,1421,01,113,031200
"Census Tract 9559, Cherokee County, Alabama",622,1708,4126,0,982,4126,3395,2100,409,47,409,248900,112500,0,1299,1708,01,019,955900
"Census Tract 9561, Cherokee County, Alabama",534,1971,4637,20,1088,4637,3944,3339,212,149,212,55500,117200,50,1759,1971,01,019,956100
"Census Tract 9560, Cherokee County, Alabama",411,1902,4372,0,1095,4078,3647,2727,573,91,573,316400,134700,47,1329,1902,01,019,956000
"Census Tract 9558, Cherokee County, Alabama",658,2165,5614,0,1444,5614,4661,3465,500,87,500,314600,144900,59,1665,2165,01,019,955800
"Census Tract 9624, Covington County, Alabama",529,1240,2875,0,777,2875,2368,1520,141,0,141,73200,114300,44,1099,1240,01,039,962400
"Census Tract 9626, Covington County, Alabama",617,596,1526,0,391,1526,1150,714,328,49,328,166300,47100,35,268,596,01,039,962600
"Census Tract 9630, Covington County, Alabama",480,1388,3187,14,737,3187,2646,1793,363,44,363,124600,75600,83,1025,1388,01,039,963000
"Census Tract 9617, Covington County, Alabama",569,1710,4462,0,1096,4452,3499,2174,270,75,270,108200,70600,18,1440,1710,01,039,961700
"Census Tract 9616, Covington County, Alabama",744,1672,4111,0,1107,4111,3253,2314,200,0,200,112300,158500,72,1472,1672,01,039,961600
"Census Tract 9625, Covington County, Alabama",545,560,1386,0,272,1217,1219,692,166,0,166,89400,92400,55,394,560,01,039,962500
"Census Tract 9620, Covington County, Alabama",630,1735,3970,0,1031,3970,3190,2130,632,97,632,403800,120200,58,1103,1735,01,039,962000
"Census Tract 9618, Covington County, Alabama",556,1172,3107,0,730,2950,2595,1422,345,47,345,157800,91300,28,827,1172,01,039,961800
"Census Tract 9627, Covington County, Alabama",395,721,1773,0,393,1773,1355,763,238,20,238,96800,64300,0,483,721,01,039,962700
"Census Tract 9628, Covington County, Alabama",645,700,1842,12,448,1835,1480,833,171,6,171,81600,87500,48,529,700,01,039,962800
"Census Tract 9619, Covington County, Alabama",683,878,2227,0,617,2227,1738,1063,197,94,197,137300,161700,18,681,878,01,039,961900
"Census Tract 9623, Covington County, Alabama",555,1285,3102,0,821,3102,2533,1473,229,0,229,79600,88800,27,1056,1285,01,039,962300
"Census Tract 9629, Covington County, Alabama",631,840,1907,0,559,1907,1589,990,85,9,85,15200,114500,17,755,840,01,039,962900
"Census Tract 9621, Covington County, Alabama",579,788,2044,0,544,1838,1654,1009,444,91,444,249000,63300,56,344,788,01,039,962100
"Census Tract 9638, Crenshaw County, Alabama",359,690,1657,6,400,1652,1372,906,207,19,207,70400,80500,44,483,690,01,041,963800
"Census Tract 9637, Crenshaw County, Alabama",470,1431,3875,0,963,3694,3063,1759,521,55,521,229100,73500,73,910,1431,01,041,963700
"Census Tract 9636, Crenshaw County, Alabama",591,1219,2890,0,658,2884,2367,1557,420,43,420,192900,84500,55,799,1219,01,041,963600
"Census Tract 9634, Crenshaw County, Alabama",695,769,1953,0,524,1953,1532,927,170,0,170,61500,70100,22,599,769,01,041,963400
"Census Tract 9635, Crenshaw County, Alabama",538,687,2040,0,431,2032,1580,918,126,6,126,40700,72400,17,561,687,01,041,963500
"Census Tract 9639, Crenshaw County, Alabama",504,562,1451,0,348,1451,1209,708,109,28,109,45200,84500,72,453,562,01,041,963900
"Census Tract 101, Lauderdale County, Alabama",611,478,1979,0,280,1797,1782,645,269,35,269,134900,55500,31,209,478,01,077,010100
"Census Tract 107, Lauderdale County, Alabama",598,708,1885,0,492,1885,1392,877,423,15,423,214300,49900,0,285,708,01,077,010700
"Census Tract 108, Lauderdale County, Alabama",659,1581,3952,0,1065,3952,3174,1794,516,31,516,274300,73600,25,1065,1581,01,077,010800
"Census Tract 104, Lauderdale County, Alabama",613,1319,3128,0,954,2930,2834,1590,711,96,711,428500,113800,56,608,1319,01,077,010400
"Census Tract 113, Lauderdale County, Alabama",744,849,2239,0,547,2239,1710,1272,169,0,169,78500,98100,32,680,849,01,077,011300
"Census Tract 116.02, Lauderdale County, Alabama",588,1800,4754,0,1300,4694,3721,2043,301,0,301,146200,107400,52,1499,1800,01,077,011602
"Census Tract 112, Lauderdale County, Alabama",809,1692,4130,0,1089,4130,3432,2028,340,52,340,173800,136400,45,1352,1692,01,077,011200
"Census Tract 110, Lauderdale County, Alabama",579,2082,4707,0,1415,4707,3617,2430,1122,91,1122,606800,103200,36,960,2082,01,077,011000
"Census Tract 103, Lauderdale County, Alabama",498,517,983,15,261,983,731,818,300,49,300,130800,68500,14,217,517,01,077,010300
"Census Tract 106, Lauderdale County, Alabama",612,1434,3132,0,1231,3088,2776,1644,1034,52,1034,579400,81700,0,400,1434,01,077,010600
"Census Tract 115.02, Lauderdale County, Alabama",656,2082,5486,0,1605,5479,4548,2289,359,0,359,246800,115700,34,1723,2082,01,077,011502
"Census Tract 102, Lauderdale County, Alabama",400,979,1996,0,491,1955,1640,1110,707,30,707,296900,148600,43,272,979,01,077,010200
"Census Tract 114, Lauderdale County, Alabama",814,2595,6559,0,1580,6559,5123,2829,315,0,315,205900,115200,34,2280,2595,01,077,011400
"Census Tract 115.01, Lauderdale County, Alabama",637,3136,6778,0,1758,6735,5952,3275,773,60,773,442700,198000,61,2363,3136,01,077,011501
"Census Tract 109, Lauderdale County, Alabama",663,3378,6841,0,2289,6651,5963,3775,1686,219,1686,1119100,120200,13,1692,3378,01,077,010900
"Census Tract 117, Lauderdale County, Alabama",713,1708,4178,0,1054,4178,3424,2040,324,32,324,166600,112600,61,1384,1708,01,077,011700
"Census Tract 206, Limestone County, Alabama",568,1642,4828,0,925,4553,3603,1846,991,0,991,541600,91800,97,651,1642,01,083,020600
"Census Tract 207, Limestone County, Alabama",557,1038,2249,0,622,2246,1792,1158,822,44,822,453500,123600,0,216,1038,01,083,020700
"Census Tract 209, Limestone County, Alabama",658,1801,4549,0,1296,4549,3909,1928,661,43,661,449500,187000,18,1140,1801,01,083,020900
"Census Tract 210, Limestone County, Alabama",776,972,2529,0,712,2529,2020,1073,399,0,399,310700,102800,37,573,972,01,083,021000
"Census Tract 204.01, Limestone County, Alabama",522,2350,6289,0,1473,6289,5171,2874,449,142,449,219300,133700,83,1901,2350,01,083,020401
"Census Tract 203, Limestone County, Alabama",683,1387,3694,0,990,3694,3073,1646,196,0,196,112000,130500,0,1191,1387,01,083,020300
"Census Tract 205, Limestone County, Alabama",621,1156,2704,0,545,2408,2402,1232,244,36,244,165200,113700,0,912,1156,01,083,020500
"Census Tract 212, Limestone County, Alabama",727,4759,14027,0,3749,13962,10329,5044,459,0,459,310700,210500,163,4300,4759,01,083,021200
"Census Tract 208.01, Limestone County, Alabama",770,2208,8228,16,1641,5938,6773,2359,183,0,183,105100,155600,85,2025,2208,01,083,020801
"Census Tract 204.02, Limestone County, Alabama",536,1926,5712,0,1471,5673,4604,2134,502,78,502,312800,133300,0,1424,1926,01,083,020402
"Census Tract 208.02, Limestone County, Alabama",1000,3210,9407,0,2521,9407,7477,3538,307,36,307,265500,179900,244,2903,3210,01,083,020802
"Census Tract 211, Limestone County, Alabama",573,2248,6358,0,1624,6358,5347,2659,430,49,430,243400,168200,0,1818,2248,01,083,021100
"Census Tract 303.17, Shelby County, Alabama",1299,1553,4097,0,1320,4097,3048,1589,161,0,161,166800,142500,7,1392,1553,01,117,030317
"Census Tract 306.07, Shelby County, Alabama",938,2120,6026,0,1924,6026,4498,2184,427,31,427,514700,170400,33,1693,2120,01,117,030607
"Census Tract 303.03, Shelby County, Alabama",1077,3607,7999,14,2670,7999,6764,4184,1595,308,1595,1917700,322200,72,2012,3607,01,117,030303
"Census Tract 306.09, Shelby County, Alabama",1116,2840,7372,0,2348,7372,6047,3269,382,226,382,429300,233500,0,2458,2840,01,117,030609
"Census Tract 303.20, Shelby County, Alabama",1065,1989,5665,0,1653,5665,4377,2042,292,22,292,305000,156600,31,1697,1989,01,117,030320
"Census Tract 303.14, Shelby County, Alabama",964,1660,3363,0,1430,3282,2857,1755,1094,26,1094,1043200,226400,0,566,1660,01,117,030314
"Census Tract 307.01, Shelby County, Alabama",638,1314,4603,0,961,3639,3771,1494,345,50,345,240200,198000,44,969,1314,01,117,030701
"Census Tract 303.15, Shelby County, Alabama",889,2274,5805,0,1821,5790,4584,2478,701,0,701,647900,141600,41,1573,2274,01,117,030315
"Census Tract 303.04, Shelby County, Alabama",-666666666,2217,6030,0,1725,5994,4969,2281,83,0,83,,299900,0,2134,2217,01,117,030304
"Census Tract 303.19, Shelby County, Alabama",818,826,2424,0,686,2132,1913,941,248,37,248,191700,137500,18,578,826,01,117,030319
"Census Tract 306.04, Shelby County, Alabama",1318,2458,7375,0,1947,7375,5582,2564,239,0,239,310900,219900,63,2219,2458,01,117,030604
"Census Tract 303.06, Shelby County, Alabama",953,1269,3615,0,1077,3615,2779,1473,123,15,123,78900,138400,0,1146,1269,01,117,030306
"Census Tract 308, Shelby County, Alabama",1130,1547,4016,0,1072,4016,3292,1868,222,4,222,182700,146000,47,1325,1547,01,117,030800
"Census Tract 303.31, Shelby County, Alabama",1617,1460,4436,0,1270,4436,3383,1494,95,0,95,108500,248100,34,1365,1460,01,117,030331
"Census Tract 306.05, Shelby County, Alabama",1152,3038,8237,32,2511,8237,6102,3198,507,39,507,526000,147800,37,2531,3038,01,117,030605
"Census Tract 303.05, Shelby County, Alabama",-666666666,1396,4203,0,1012,4203,3344,1439,16,0,16,,265500,15,1380,1396,01,117,030305
"Census Tract 303.16, Shelby County, Alabama",1057,2013,5681,12,1606,5653,4215,2154,373,27,373,398500,139400,33,1640,2013,01,117,030316
"Census Tract 306.08, Shelby County, Alabama",897,1301,3334,0,939,3334,2603,1458,227,44,227,279100,214900,45,1074,1301,01,117,030608
"Census Tract 303.30, Shelby County, Alabama",1168,2206,5738,23,1804,5698,4654,2312,538,45,538,772300,324900,43,1668,2206,01,117,030330
"Census Tract 405.02, St. Clair County, Alabama",740,2787,9737,0,2265,8208,7613,3316,286,149,286,233100,128900,177,2501,2787,01,115,040502
"Census Tract 405.01, St. Clair County, Alabama",599,4153,11461,0,3072,11461,8951,4528,519,0,519,293700,161700,0,3634,4153,01,115,040501
"Census Tract 403, St. Clair County, Alabama",657,2193,5528,0,1385,5528,4440,2500,485,25,485,202100,116500,21,1708,2193,01,115,040300
"Census Tract 402.01, St. Clair County, Alabama",653,1982,5456,27,1217,5456,4425,2384,392,39,392,182600,109100,41,1590,1982,01,115,040201
"Census Tract 402.03, St. Clair County, Alabama",721,2729,6495,0,1954,6287,5202,2962,1337,72,1337,941700,130600,38,1392,2729,01,115,040203
"Census Tract 113, Baldwin County, Alabama",676,1816,4710,0,1163,4700,3834,2510,247,70,247,151700,253600,100,1569,1816,01,003,011300
"Census Tract 107.05, Baldwin County, Alabama",962,3803,9704,0,3059,9560,7982,4343,1873,237,1873,1776100,161600,167,1930,3803,01,003,010705
"Census Tract 102, Baldwin County, Alabama",644,1120,3259,0,818,3252,2352,1271,268,42,268,174900,149400,0,852,1120,01,003,010200
"Census Tract 108, Baldwin County, Alabama",1034,2671,7499,49,1931,7293,6136,3002,830,131,830,672200,298300,28,1841,2671,01,003,010800
"Census Tract 112.01, Baldwin County, Alabama",1104,1844,5136,0,1061,5118,3651,2344,662,271,662,739100,276800,33,1182,1844,01,003,011201
"Census Tract 114.01, Baldwin County, Alabama",680,3887,10180,0,2363,10180,8419,5357,657,383,657,341700,157500,186,3230,3887,01,003,011401
"Census Tract 110, Baldwin County, Alabama",698,1470,4072,0,755,4072,3508,1912,276,53,276,112500,129500,83,1194,1470,01,003,011000
"Census Tract 101, Baldwin County, Alabama",666,1379,3988,7,804,3961,3311,2224,167,197,167,79500,77600,52,1212,1379,01,003,010100
"Census Tract 105, Baldwin County, Alabama",571,1674,5038,0,1072,4444,3948,1928,637,75,637,382100,133600,32,1037,1674,01,003,010500
"Census Tract 112.02, Baldwin County, Alabama",1093,2138,6179,13,1362,6105,4912,3044,664,169,664,773600,220900,170,1474,2138,01,003,011202
"Census Tract 104, Baldwin County, Alabama",719,1650,4810,0,1130,4810,3627,2018,398,54,398,181800,133900,148,1252,1650,01,003,010400
"Census Tract 103, Baldwin County, Alabama",663,2733,9056,0,1877,8898,6713,3124,518,70,518,249500,192500,0,2215,2733,01,003,010300
"Census Tract 107.03, Baldwin County, Alabama",1170,6108,17748,24,5084,17730,13427,6439,1313,217,1313,1577500,229900,114,4795,6108,01,003,010703
"Census Tract 106, Baldwin County, Alabama",568,1149,3418,0,799,3418,2498,1479,551,150,551,242200,99500,69,598,1149,01,003,010600
"Census Tract 107.04, Baldwin County, Alabama",1359,1864,5883,0,1423,5869,4309,2096,501,69,501,609700,160600,91,1363,1864,01,003,010704
"Census Tract 107.01, Baldwin County, Alabama",1283,3100,8068,0,2271,8030,6388,3498,642,91,642,923400,278300,37,2458,3100,01,003,010701
"Census Tract 114.03, Baldwin County, Alabama",952,4722,10050,0,3118,10050,8780,6231,2024,845,2024,2088000,220700,151,2698,4722,01,003,011403
"Census Tract 9645, Cullman County, Alabama",626,1649,4613,0,1254,4613,3511,1999,335,88,335,153800,107100,2,1314,1649,01,043,964500
"Census Tract 9643, Cullman County, Alabama",747,1861,5022,0,1322,5022,4019,2202,439,28,439,279000,151700,5,1422,1861,01,043,964300
"Census Tract 9651, Cullman County, Alabama",602,1381,3475,0,913,3475,2784,1483,294,12,294,144800,140900,0,1087,1381,01,043,965100
"Census Tract 9652, Cullman County, Alabama",932,963,2664,0,694,2664,2089,1062,260,0,260,141700,111000,8,703,963,01,043,965200
"Census Tract 9648, Cullman County, Alabama",573,1733,4481,0,1059,4481,3522,1987,870,132,870,478900,132000,0,863,1733,01,043,964800
"Census Tract 9642, Cullman County, Alabama",424,2954,7424,0,1736,7424,5910,3227,697,5,697,260900,105400,58,2257,2954,01,043,964200
"Census Tract 9649, Cullman County, Alabama",731,2542,6526,0,1703,6281,5212,2860,768,81,768,596600,155700,8,1774,2542,01,043,964900
"Census Tract 9647, Cullman County, Alabama",639,1754,5272,3,1333,5255,3930,2027,350,29,350,234100,99200,0,1404,1754,01,043,964700
"Census Tract 9655, Cullman County, Alabama",716,2105,5273,0,1325,5256,4295,2896,280,56,280,129200,160900,14,1825,2105,01,043,965500
"Census Tract 9650, Cullman County, Alabama",518,2505,6018,0,1555,5691,4874,2758,1167,59,1167,581800,128400,38,1338,2505,01,043,965000
"Census Tract 9657, Cullman County, Alabama",500,1091,3026,0,742,3026,2347,1347,128,0,128,52600,125500,40,963,1091,01,043,965700
"Census Tract 9656, Cullman County, Alabama",855,747,1915,0,444,1915,1585,2116,89,23,89,63400,164200,110,658,747,01,043,965600
"Census Tract 9644, Cullman County, Alabama",631,1616,4573,0,1017,4573,3677,1787,169,27,169,116300,90100,18,1447,1616,01,043,964400
"Census Tract 9646, Cullman County, Alabama",725,1319,3831,0,875,3831,3023,1678,233,38,233,136400,147100,28,1086,1319,01,043,964600
"Census Tract 9653, Cullman County, Alabama",600,1785,4539,0,1039,4539,3634,1998,312,7,312,112000,115500,8,1473,1785,01,043,965300
"Census Tract 9641, Cullman County, Alabama",775,2307,6076,16,1516,6076,4987,2601,628,0,628,383900,101900,0,1679,2307,01,043,964100
"Census Tract 302, Elmore County, Alabama",940,1666,4646,18,1051,4646,3803,1968,234,0,234,142100,162500,33,1432,1666,01,051,030200
"Census Tract 306, Elmore County, Alabama",708,2419,6752,0,1479,5857,5397,2572,767,86,767,397400,143300,52,1652,2419,01,051,030600
"Census Tract 301, Elmore County, Alabama",690,2520,9701,0,1639,6366,8498,2820,456,49,456,276400,151100,0,2064,2520,01,051,030100
"Census Tract 308, Elmore County, Alabama",931,2494,6657,0,1783,6539,5474,3140,971,51,971,821800,123200,204,1523,2494,01,051,030800
"Census Tract 313, Elmore County, Alabama",1025,1568,4144,0,1279,4034,3404,1814,775,111,775,817000,98300,30,793,1568,01,051,031300
"Census Tract 312, Elmore County, Alabama",772,634,1751,28,388,1748,1432,695,131,12,131,78600,134500,0,503,634,01,051,031200
"Census Tract 304, Elmore County, Alabama",619,2737,6942,0,1762,6846,5459,3175,883,136,883,450200,131100,31,1854,2737,01,051,030400
"Census Tract 305, Elmore County, Alabama",704,1750,4398,0,1230,4398,3603,2097,314,9,314,147700,108100,93,1436,1750,01,051,030500
"Census Tract 303, Elmore County, Alabama",823,1112,2570,0,658,2570,2240,2497,205,21,205,83300,363800,7,907,1112,01,051,030300
"Census Tract 310, Elmore County, Alabama",807,2917,7312,0,2358,7144,5427,3092,1333,40,1333,1073000,130900,41,1584,2917,01,051,031000
"Census Tract 311, Elmore County, Alabama",888,1637,4253,0,1212,4156,3188,1731,415,0,415,392100,147900,0,1222,1637,01,051,031100
"Census Tract 27.22, Madison County, Alabama",846,1257,2864,0,929,2864,2398,1373,342,59,342,271400,231200,8,915,1257,01,089,002722
"Census Tract 401.03, St. Clair County, Alabama",713,3369,9417,14,2752,9417,7191,3528,424,33,424,295100,152500,0,2945,3369,01,115,040103
"Census Tract 111.10, Jefferson County, Alabama",1141,1983,5964,0,1683,5964,4708,2249,389,0,389,464800,144200,132,1594,1983,01,073,011110
"Census Tract 110.01, Jefferson County, Alabama",758,2167,5756,0,1644,5756,4367,2479,354,0,354,281000,163600,121,1813,2167,01,073,011001
"Census Tract 129.13, Jefferson County, Alabama",1185,1636,4738,0,1477,4588,3359,2069,1388,249,1388,1606400,150200,42,248,1636,01,073,012913
"Census Tract 113.02, Jefferson County, Alabama",786,2257,6350,11,1633,6350,4860,2476,317,112,317,206500,172800,32,1940,2257,01,073,011302
"Census Tract 128.02, Jefferson County, Alabama",1192,1269,2704,0,965,2704,2186,1349,384,29,384,458600,269800,0,885,1269,01,073,012802
"Census Tract 129.11, Jefferson County, Alabama",1413,1888,5661,0,1524,5661,4419,2202,137,115,137,185500,459900,71,1751,1888,01,073,012911
"Census Tract 129.10, Jefferson County, Alabama",1144,1695,3505,0,1404,3505,2974,1783,876,41,876,1027800,259800,11,819,1695,01,073,012910
"Census Tract 128.03, Jefferson County, Alabama",1119,2481,4725,0,2030,4703,3882,3029,1453,448,1453,1626000,307500,0,1028,2481,01,073,012803
"Census Tract 127.04, Jefferson County, Alabama",1348,873,2100,0,646,2100,1701,955,96,24,96,97600,200200,37,777,873,01,073,012704
"Census Tract 30, Madison County, Alabama",564,1222,2749,0,859,2569,2164,1447,822,22,822,439700,80100,36,400,1222,01,089,003000
"Census Tract 110.02, Jefferson County, Alabama",738,749,2049,0,467,2049,1497,869,280,35,280,178500,85900,32,469,749,01,073,011002
"Census Tract 14.01, Madison County, Alabama",1133,853,1640,0,703,1633,1394,909,208,7,208,218600,158400,4,645,853,01,089,001401
"Census Tract 31, Madison County, Alabama",660,1200,4761,0,658,2235,4396,1344,721,113,721,537500,587700,14,479,1200,01,089,003100
"Census Tract 106.23, Madison County, Alabama",929,2378,6807,0,2161,6793,5302,2521,198,0,198,118500,228200,90,2180,2378,01,089,010623
"Census Tract 106.24, Madison County, Alabama",1180,3005,8349,0,2548,8336,6333,3262,252,119,252,271000,185100,0,2753,3005,01,089,010624
"Census Tract 13.02, Madison County, Alabama",764,901,1761,0,648,1761,1502,1016,493,70,493,376800,91700,12,408,901,01,089,001302
"Census Tract 13.01, Madison County, Alabama",626,1760,3239,26,1434,3239,2803,2237,1588,283,1588,964300,106700,29,172,1760,01,089,001301
"Census Tract 9525, Bullock County, Alabama",-666666666,1122,3382,11,834,3382,2986,1391,94,0,94,,75400,0,1028,1122,01,011,952500
"Census Tract 102.01, Talladega County, Alabama",900,1384,3515,0,1147,3515,2935,1763,249,0,249,145500,83900,47,1135,1384,01,121,010201
"Census Tract 101.01, Talladega County, Alabama",1142,1867,4941,0,1485,4941,3901,2026,293,31,293,298800,181900,0,1574,1867,01,121,010101
"Census Tract 103.01, Talladega County, Alabama",603,1146,2931,0,771,2931,2278,1487,351,54,351,191900,69500,59,795,1146,01,121,010301
"Census Tract 101.02, Talladega County, Alabama",613,2021,4802,0,1525,4802,3722,2253,462,14,462,215200,120400,32,1559,2021,01,121,010102
"Census Tract 116.04, Lauderdale County, Alabama",817,2570,7074,0,1792,7059,5615,2845,427,43,427,259200,181400,47,2143,2570,01,077,011604
"Census Tract 506.01, Blount County, Alabama",1246,1372,4146,24,932,4100,3287,1646,112,0,112,91700,118600,28,1260,1372,01,009,050601
"Census Tract 506.02, Blount County, Alabama",631,3271,9317,0,2452,9277,7387,3540,276,8,276,140900,148300,27,2995,3271,01,009,050602
"Census Tract 757, Monroe County, Alabama",623,670,1725,15,230,1725,1420,1171,274,0,274,37100,52200,0,396,670,01,099,075700
"Census Tract 762, Monroe County, Alabama",664,594,1407,0,267,1407,1272,1117,194,0,194,21800,87900,0,400,594,01,099,076200
"Census Tract 758, Monroe County, Alabama",457,583,1219,0,170,1219,988,909,266,0,266,34500,46600,7,317,583,01,099,075800
